participant,video_name,outcome_prediction,frame_count,frame_files,model,dataset_duration,true_outcome
1048,q_1,well,6,q_1_main_0_30fps_frame0014.png; q_1_main_0_30fps_frame0029.png; q_1_main_0_30fps_frame0044.png; q_1_main_0_30fps_frame0059.png; q_1_main_0_30fps_frame0074.png; q_1_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1048,q_4,well,6,q_4_main_1_30fps_frame0014.png; q_4_main_1_30fps_frame0029.png; q_4_main_1_30fps_frame0044.png; q_4_main_1_30fps_frame0059.png; q_4_main_1_30fps_frame0074.png; q_4_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1048,q_6,well,6,q_6_main_1_30fps_frame0015.png; q_6_main_1_30fps_frame0030.png; q_6_main_1_30fps_frame0045.png; q_6_main_1_30fps_frame0060.png; q_6_main_1_30fps_frame0075.png; q_6_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1048,q_8,well,6,q_8_main_0_30fps_frame0015.png; q_8_main_0_30fps_frame0030.png; q_8_main_0_30fps_frame0045.png; q_8_main_0_30fps_frame0060.png; q_8_main_0_30fps_frame0075.png; q_8_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1251,q_1,well,6,q_1_main_0_30fps_frame0015.png; q_1_main_0_30fps_frame0030.png; q_1_main_0_30fps_frame0045.png; q_1_main_0_30fps_frame0060.png; q_1_main_0_30fps_frame0075.png; q_1_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1251,q_10,well,6,q_10_main_0_30fps_frame0015.png; q_10_main_0_30fps_frame0030.png; q_10_main_0_30fps_frame0045.png; q_10_main_0_30fps_frame0060.png; q_10_main_0_30fps_frame0075.png; q_10_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1251,q_11,well,6,q_11_main_1_30fps_frame0014.png; q_11_main_1_30fps_frame0029.png; q_11_main_1_30fps_frame0044.png; q_11_main_1_30fps_frame0059.png; q_11_main_1_30fps_frame0074.png; q_11_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1251,q_12,well,6,q_12_main_1_30fps_frame0015.png; q_12_main_1_30fps_frame0030.png; q_12_main_1_30fps_frame0045.png; q_12_main_1_30fps_frame0060.png; q_12_main_1_30fps_frame0075.png; q_12_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1251,q_13,well,6,q_13_main_1_30fps_frame0015.png; q_13_main_1_30fps_frame0030.png; q_13_main_1_30fps_frame0045.png; q_13_main_1_30fps_frame0060.png; q_13_main_1_30fps_frame0075.png; q_13_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1251,q_15,well,6,q_15_main_1_30fps_frame0014.png; q_15_main_1_30fps_frame0029.png; q_15_main_1_30fps_frame0044.png; q_15_main_1_30fps_frame0059.png; q_15_main_1_30fps_frame0074.png; q_15_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1251,q_17,well,6,q_17_main_0_30fps_frame0014.png; q_17_main_0_30fps_frame0029.png; q_17_main_0_30fps_frame0044.png; q_17_main_0_30fps_frame0059.png; q_17_main_0_30fps_frame0074.png; q_17_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1251,q_19,well,6,q_19_main_0_30fps_frame0014.png; q_19_main_0_30fps_frame0029.png; q_19_main_0_30fps_frame0044.png; q_19_main_0_30fps_frame0059.png; q_19_main_0_30fps_frame0074.png; q_19_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1251,q_2,well,6,q_2_main_1_30fps_frame0015.png; q_2_main_1_30fps_frame0030.png; q_2_main_1_30fps_frame0045.png; q_2_main_1_30fps_frame0060.png; q_2_main_1_30fps_frame0075.png; q_2_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1251,q_21,well,6,q_21_main_0_30fps_frame0015.png; q_21_main_0_30fps_frame0030.png; q_21_main_0_30fps_frame0045.png; q_21_main_0_30fps_frame0060.png; q_21_main_0_30fps_frame0075.png; q_21_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1251,q_22,well,6,q_22_main_0_30fps_frame0015.png; q_22_main_0_30fps_frame0030.png; q_22_main_0_30fps_frame0045.png; q_22_main_0_30fps_frame0060.png; q_22_main_0_30fps_frame0075.png; q_22_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1251,q_23,well,6,q_23_main_1_30fps_frame0014.png; q_23_main_1_30fps_frame0029.png; q_23_main_1_30fps_frame0044.png; q_23_main_1_30fps_frame0059.png; q_23_main_1_30fps_frame0074.png; q_23_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1251,q_25,well,6,q_25_main_0_30fps_frame0015.png; q_25_main_0_30fps_frame0030.png; q_25_main_0_30fps_frame0045.png; q_25_main_0_30fps_frame0060.png; q_25_main_0_30fps_frame0075.png; q_25_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1251,q_26,well,6,q_26_main_1_30fps_frame0014.png; q_26_main_1_30fps_frame0029.png; q_26_main_1_30fps_frame0044.png; q_26_main_1_30fps_frame0059.png; q_26_main_1_30fps_frame0074.png; q_26_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1251,q_27,well,6,q_27_main_0_30fps_frame0015.png; q_27_main_0_30fps_frame0030.png; q_27_main_0_30fps_frame0045.png; q_27_main_0_30fps_frame0060.png; q_27_main_0_30fps_frame0075.png; q_27_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1251,q_29,well,6,q_29_main_0_30fps_frame0014.png; q_29_main_0_30fps_frame0029.png; q_29_main_0_30fps_frame0044.png; q_29_main_0_30fps_frame0059.png; q_29_main_0_30fps_frame0074.png; q_29_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1251,q_3,well,6,q_3_main_0_30fps_frame0014.png; q_3_main_0_30fps_frame0029.png; q_3_main_0_30fps_frame0044.png; q_3_main_0_30fps_frame0059.png; q_3_main_0_30fps_frame0074.png; q_3_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1251,q_30,well,6,q_30_main_0_30fps_frame0014.png; q_30_main_0_30fps_frame0029.png; q_30_main_0_30fps_frame0044.png; q_30_main_0_30fps_frame0059.png; q_30_main_0_30fps_frame0074.png; q_30_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1251,q_5,well,6,q_5_main_0_30fps_frame0014.png; q_5_main_0_30fps_frame0029.png; q_5_main_0_30fps_frame0044.png; q_5_main_0_30fps_frame0059.png; q_5_main_0_30fps_frame0074.png; q_5_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1251,q_6,well,6,q_6_main_1_30fps_frame0014.png; q_6_main_1_30fps_frame0029.png; q_6_main_1_30fps_frame0044.png; q_6_main_1_30fps_frame0059.png; q_6_main_1_30fps_frame0074.png; q_6_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1251,q_7,well,6,q_7_main_1_30fps_frame0015.png; q_7_main_1_30fps_frame0030.png; q_7_main_1_30fps_frame0045.png; q_7_main_1_30fps_frame0060.png; q_7_main_1_30fps_frame0075.png; q_7_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1251,q_8,well,6,q_8_main_0_30fps_frame0014.png; q_8_main_0_30fps_frame0029.png; q_8_main_0_30fps_frame0044.png; q_8_main_0_30fps_frame0059.png; q_8_main_0_30fps_frame0074.png; q_8_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1251,q_9,well,6,q_9_main_1_30fps_frame0014.png; q_9_main_1_30fps_frame0029.png; q_9_main_1_30fps_frame0044.png; q_9_main_1_30fps_frame0059.png; q_9_main_1_30fps_frame0074.png; q_9_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1483,q_10,well,6,q_10_main_1_30fps_frame0013.png; q_10_main_1_30fps_frame0028.png; q_10_main_1_30fps_frame0043.png; q_10_main_1_30fps_frame0058.png; q_10_main_1_30fps_frame0073.png; q_10_main_1_30fps_frame0088.png,deepseek-ocr_3s,3s,0
1483,q_11,well,6,q_11_main_1_30fps_frame0013.png; q_11_main_1_30fps_frame0028.png; q_11_main_1_30fps_frame0043.png; q_11_main_1_30fps_frame0058.png; q_11_main_1_30fps_frame0073.png; q_11_main_1_30fps_frame0088.png,deepseek-ocr_3s,3s,1
1483,q_12,well,6,q_12_main_1_30fps_frame0014.png; q_12_main_1_30fps_frame0029.png; q_12_main_1_30fps_frame0044.png; q_12_main_1_30fps_frame0059.png; q_12_main_1_30fps_frame0074.png; q_12_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1483,q_13,well,6,q_13_main_0_30fps_frame0015.png; q_13_main_0_30fps_frame0030.png; q_13_main_0_30fps_frame0045.png; q_13_main_0_30fps_frame0060.png; q_13_main_0_30fps_frame0075.png; q_13_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1483,q_14,well,6,q_14_main_0_30fps_frame0015.png; q_14_main_0_30fps_frame0030.png; q_14_main_0_30fps_frame0045.png; q_14_main_0_30fps_frame0060.png; q_14_main_0_30fps_frame0075.png; q_14_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1483,q_16,well,6,q_16_main_1_30fps_frame0014.png; q_16_main_1_30fps_frame0029.png; q_16_main_1_30fps_frame0044.png; q_16_main_1_30fps_frame0059.png; q_16_main_1_30fps_frame0074.png; q_16_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1483,q_18,well,6,q_18_main_0_30fps_frame0014.png; q_18_main_0_30fps_frame0029.png; q_18_main_0_30fps_frame0044.png; q_18_main_0_30fps_frame0059.png; q_18_main_0_30fps_frame0074.png; q_18_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1483,q_2,well,6,q_2_main_1_30fps_frame0014.png; q_2_main_1_30fps_frame0029.png; q_2_main_1_30fps_frame0044.png; q_2_main_1_30fps_frame0059.png; q_2_main_1_30fps_frame0074.png; q_2_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1483,q_21,well,6,q_21_main_1_30fps_frame0014.png; q_21_main_1_30fps_frame0029.png; q_21_main_1_30fps_frame0044.png; q_21_main_1_30fps_frame0059.png; q_21_main_1_30fps_frame0074.png; q_21_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1483,q_23,well,6,q_23_main_0_30fps_frame0014.png; q_23_main_0_30fps_frame0029.png; q_23_main_0_30fps_frame0044.png; q_23_main_0_30fps_frame0059.png; q_23_main_0_30fps_frame0074.png; q_23_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1483,q_24,well,6,q_24_main_0_30fps_frame0014.png; q_24_main_0_30fps_frame0029.png; q_24_main_0_30fps_frame0044.png; q_24_main_0_30fps_frame0059.png; q_24_main_0_30fps_frame0074.png; q_24_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1483,q_25,well,6,q_25_main_0_30fps_frame0015.png; q_25_main_0_30fps_frame0030.png; q_25_main_0_30fps_frame0045.png; q_25_main_0_30fps_frame0060.png; q_25_main_0_30fps_frame0075.png; q_25_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1483,q_27,well,6,q_27_main_1_30fps_frame0015.png; q_27_main_1_30fps_frame0030.png; q_27_main_1_30fps_frame0045.png; q_27_main_1_30fps_frame0060.png; q_27_main_1_30fps_frame0075.png; q_27_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1483,q_29,well,6,q_29_main_0_30fps_frame0014.png; q_29_main_0_30fps_frame0029.png; q_29_main_0_30fps_frame0044.png; q_29_main_0_30fps_frame0059.png; q_29_main_0_30fps_frame0074.png; q_29_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1483,q_3,well,6,q_3_main_0_30fps_frame0013.png; q_3_main_0_30fps_frame0028.png; q_3_main_0_30fps_frame0043.png; q_3_main_0_30fps_frame0058.png; q_3_main_0_30fps_frame0073.png; q_3_main_0_30fps_frame0088.png,deepseek-ocr_3s,3s,1
1483,q_4,well,6,q_4_main_0_30fps_frame0015.png; q_4_main_0_30fps_frame0030.png; q_4_main_0_30fps_frame0045.png; q_4_main_0_30fps_frame0060.png; q_4_main_0_30fps_frame0075.png; q_4_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1483,q_5,well,6,q_5_main_0_30fps_frame0013.png; q_5_main_0_30fps_frame0028.png; q_5_main_0_30fps_frame0043.png; q_5_main_0_30fps_frame0058.png; q_5_main_0_30fps_frame0073.png; q_5_main_0_30fps_frame0088.png,deepseek-ocr_3s,3s,1
1483,q_6,well,6,q_6_main_1_30fps_frame0015.png; q_6_main_1_30fps_frame0030.png; q_6_main_1_30fps_frame0045.png; q_6_main_1_30fps_frame0060.png; q_6_main_1_30fps_frame0075.png; q_6_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1483,q_7,well,6,q_7_main_1_30fps_frame0014.png; q_7_main_1_30fps_frame0029.png; q_7_main_1_30fps_frame0044.png; q_7_main_1_30fps_frame0059.png; q_7_main_1_30fps_frame0074.png; q_7_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1483,q_8,well,6,q_8_main_0_30fps_frame0015.png; q_8_main_0_30fps_frame0030.png; q_8_main_0_30fps_frame0045.png; q_8_main_0_30fps_frame0060.png; q_8_main_0_30fps_frame0075.png; q_8_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1483,q_9,well,6,q_9_main_0_30fps_frame0014.png; q_9_main_0_30fps_frame0029.png; q_9_main_0_30fps_frame0044.png; q_9_main_0_30fps_frame0059.png; q_9_main_0_30fps_frame0074.png; q_9_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1676,q_1,well,6,q_1_main_0_30fps_frame0015.png; q_1_main_0_30fps_frame0030.png; q_1_main_0_30fps_frame0045.png; q_1_main_0_30fps_frame0060.png; q_1_main_0_30fps_frame0075.png; q_1_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1676,q_10,well,6,q_10_main_0_30fps_frame0015.png; q_10_main_0_30fps_frame0030.png; q_10_main_0_30fps_frame0045.png; q_10_main_0_30fps_frame0060.png; q_10_main_0_30fps_frame0075.png; q_10_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1676,q_11,well,6,q_11_main_1_30fps_frame0014.png; q_11_main_1_30fps_frame0029.png; q_11_main_1_30fps_frame0044.png; q_11_main_1_30fps_frame0059.png; q_11_main_1_30fps_frame0074.png; q_11_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1676,q_12,well,6,q_12_main_1_30fps_frame0014.png; q_12_main_1_30fps_frame0029.png; q_12_main_1_30fps_frame0044.png; q_12_main_1_30fps_frame0059.png; q_12_main_1_30fps_frame0074.png; q_12_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1676,q_13,well,6,q_13_main_0_30fps_frame0014.png; q_13_main_0_30fps_frame0029.png; q_13_main_0_30fps_frame0044.png; q_13_main_0_30fps_frame0059.png; q_13_main_0_30fps_frame0074.png; q_13_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1676,q_15,well,6,q_15_main_1_30fps_frame0015.png; q_15_main_1_30fps_frame0030.png; q_15_main_1_30fps_frame0045.png; q_15_main_1_30fps_frame0060.png; q_15_main_1_30fps_frame0075.png; q_15_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1676,q_16,well,6,q_16_main_1_30fps_frame0015.png; q_16_main_1_30fps_frame0030.png; q_16_main_1_30fps_frame0045.png; q_16_main_1_30fps_frame0060.png; q_16_main_1_30fps_frame0075.png; q_16_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1676,q_17,well,6,q_17_main_0_30fps_frame0015.png; q_17_main_0_30fps_frame0030.png; q_17_main_0_30fps_frame0045.png; q_17_main_0_30fps_frame0060.png; q_17_main_0_30fps_frame0075.png; q_17_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1676,q_18,well,6,q_18_main_0_30fps_frame0015.png; q_18_main_0_30fps_frame0030.png; q_18_main_0_30fps_frame0045.png; q_18_main_0_30fps_frame0060.png; q_18_main_0_30fps_frame0075.png; q_18_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1676,q_19,well,6,q_19_main_0_30fps_frame0014.png; q_19_main_0_30fps_frame0029.png; q_19_main_0_30fps_frame0044.png; q_19_main_0_30fps_frame0059.png; q_19_main_0_30fps_frame0074.png; q_19_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1676,q_2,well,6,q_2_main_1_30fps_frame0015.png; q_2_main_1_30fps_frame0030.png; q_2_main_1_30fps_frame0045.png; q_2_main_1_30fps_frame0060.png; q_2_main_1_30fps_frame0075.png; q_2_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1676,q_20,well,6,q_20_main_0_30fps_frame0015.png; q_20_main_0_30fps_frame0030.png; q_20_main_0_30fps_frame0045.png; q_20_main_0_30fps_frame0060.png; q_20_main_0_30fps_frame0075.png; q_20_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1676,q_21,well,6,q_21_main_0_30fps_frame0015.png; q_21_main_0_30fps_frame0030.png; q_21_main_0_30fps_frame0045.png; q_21_main_0_30fps_frame0060.png; q_21_main_0_30fps_frame0075.png; q_21_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1676,q_23,well,6,q_23_main_0_30fps_frame0015.png; q_23_main_0_30fps_frame0030.png; q_23_main_0_30fps_frame0045.png; q_23_main_0_30fps_frame0060.png; q_23_main_0_30fps_frame0075.png; q_23_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1676,q_24,well,6,q_24_main_0_30fps_frame0015.png; q_24_main_0_30fps_frame0030.png; q_24_main_0_30fps_frame0045.png; q_24_main_0_30fps_frame0060.png; q_24_main_0_30fps_frame0075.png; q_24_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1676,q_25,well,6,q_25_main_0_30fps_frame0015.png; q_25_main_0_30fps_frame0030.png; q_25_main_0_30fps_frame0045.png; q_25_main_0_30fps_frame0060.png; q_25_main_0_30fps_frame0075.png; q_25_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1676,q_26,well,6,q_26_main_0_30fps_frame0014.png; q_26_main_0_30fps_frame0029.png; q_26_main_0_30fps_frame0044.png; q_26_main_0_30fps_frame0059.png; q_26_main_0_30fps_frame0074.png; q_26_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1676,q_27,well,6,q_27_main_1_30fps_frame0014.png; q_27_main_1_30fps_frame0029.png; q_27_main_1_30fps_frame0044.png; q_27_main_1_30fps_frame0059.png; q_27_main_1_30fps_frame0074.png; q_27_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1676,q_28,well,6,q_28_main_0_30fps_frame0014.png; q_28_main_0_30fps_frame0029.png; q_28_main_0_30fps_frame0044.png; q_28_main_0_30fps_frame0059.png; q_28_main_0_30fps_frame0074.png; q_28_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,0
1676,q_3,well,6,q_3_main_1_30fps_frame0015.png; q_3_main_1_30fps_frame0030.png; q_3_main_1_30fps_frame0045.png; q_3_main_1_30fps_frame0060.png; q_3_main_1_30fps_frame0075.png; q_3_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1676,q_30,well,6,q_30_main_0_30fps_frame0015.png; q_30_main_0_30fps_frame0030.png; q_30_main_0_30fps_frame0045.png; q_30_main_0_30fps_frame0060.png; q_30_main_0_30fps_frame0075.png; q_30_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,0
1676,q_4,well,6,q_4_main_0_30fps_frame0015.png; q_4_main_0_30fps_frame0030.png; q_4_main_0_30fps_frame0045.png; q_4_main_0_30fps_frame0060.png; q_4_main_0_30fps_frame0075.png; q_4_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1676,q_5,well,6,q_5_main_0_30fps_frame0015.png; q_5_main_0_30fps_frame0030.png; q_5_main_0_30fps_frame0045.png; q_5_main_0_30fps_frame0060.png; q_5_main_0_30fps_frame0075.png; q_5_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1676,q_6,well,6,q_6_main_0_30fps_frame0014.png; q_6_main_0_30fps_frame0029.png; q_6_main_0_30fps_frame0044.png; q_6_main_0_30fps_frame0059.png; q_6_main_0_30fps_frame0074.png; q_6_main_0_30fps_frame0089.png,deepseek-ocr_3s,3s,1
1676,q_8,well,6,q_8_main_0_30fps_frame0015.png; q_8_main_0_30fps_frame0030.png; q_8_main_0_30fps_frame0045.png; q_8_main_0_30fps_frame0060.png; q_8_main_0_30fps_frame0075.png; q_8_main_0_30fps_frame0090.png,deepseek-ocr_3s,3s,1
1676,q_9,well,6,q_9_main_1_30fps_frame0015.png; q_9_main_1_30fps_frame0030.png; q_9_main_1_30fps_frame0045.png; q_9_main_1_30fps_frame0060.png; q_9_main_1_30fps_frame0075.png; q_9_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,0
2103,q_1,well,6,q_1_main_1_30fps_frame0014.png; q_1_main_1_30fps_frame0029.png; q_1_main_1_30fps_frame0044.png; q_1_main_1_30fps_frame0059.png; q_1_main_1_30fps_frame0074.png; q_1_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,0
2103,q_10,well,6,q_10_main_1_30fps_frame0015.png; q_10_main_1_30fps_frame0030.png; q_10_main_1_30fps_frame0045.png; q_10_main_1_30fps_frame0060.png; q_10_main_1_30fps_frame0075.png; q_10_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,0
2103,q_11,well,6,q_11_main_1_30fps_frame0013.png; q_11_main_1_30fps_frame0028.png; q_11_main_1_30fps_frame0043.png; q_11_main_1_30fps_frame0058.png; q_11_main_1_30fps_frame0073.png; q_11_main_1_30fps_frame0088.png,deepseek-ocr_3s,3s,1
2103,q_12,well,6,q_12_main_1_30fps_frame0015.png; q_12_main_1_30fps_frame0030.png; q_12_main_1_30fps_frame0045.png; q_12_main_1_30fps_frame0060.png; q_12_main_1_30fps_frame0075.png; q_12_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,0
2103,q_13,well,6,q_13_main_1_30fps_frame0015.png; q_13_main_1_30fps_frame0030.png; q_13_main_1_30fps_frame0045.png; q_13_main_1_30fps_frame0060.png; q_13_main_1_30fps_frame0075.png; q_13_main_1_30fps_frame0090.png,deepseek-ocr_3s,3s,1
2103,q_15,well,6,q_15_main_1_30fps_frame0014.png; q_15_main_1_30fps_frame0029.png; q_15_main_1_30fps_frame0044.png; q_15_main_1_30fps_frame0059.png; q_15_main_1_30fps_frame0074.png; q_15_main_1_30fps_frame0089.png,deepseek-ocr_3s,3s,1
